Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
932,932,932,1201881,Issued,2027-10-01,LAKEVIEW MOBILE HOME PARK,,"454 E HOUGHTON LAKE DRIVE, PRUDENVILLE MI 48651","6950 SW HAMPTON STREET., STE. 336, PORTLAND, OR 97223",ROSCOMMON,5034779306,49,10/25/2021,DEREK BROWN,5034779306,derek@dlbcapman.com,44.3116145,-84.6346039,,
933,933,933,1201882,Issued,2027-10-01,COLLEGE PARK MOBILE HOME VILLAGE,,"1111 CATHERINE STREET, BIG RAPIDS MI 49307","22842 LOGUE, WARREN, MI 48091",MECOSTA,5862198285,106,10/25/2021,DAWN GRUENBURG,5862198285,dgruenburg@yahoo.com,43.7122482,-85.4802258,,
934,934,934,1201883,Issued,2027-10-01,,,"330 S THIRD STREET, COLEMAN MI 48618","4370 CHICAGO DRIVE SW, #516, GRANDVILLE, MI 49418",MIDLAND,6163799254,58,11/01/2021,NATHAN MOUW,6163799254,JUJIPROPERTIES@GMAIL.COM,43.75111,-84.5888127,,
935,935,935,1201885,Issued,2027-10-01,,,"1003 LANSING STREET, ADRIAN MI 49221","PO BOX 249, ENGLEWOOD, NJ 07631",LENAWEE,7042998878,26,11/03/2021,BRYON FIELDS,7042998878,mhp@ourhomesofamerica.com,41.888262,-84.023,,
936,936,936,1201886,Issued,2027-10-01,,,"73561 CHAMBERS STREET, SOUTH HAVEN MI 49090","P.O. BOX 249, ENGLEWOOD, NJ 07631",VAN BUREN,6467794400,53,11/08/2021,BRYON FIELDS,6467794400,mhp@ourhomesofamerica.com,42.39889530000001,-86.2601408,,
937,937,937,1201887,Issued,2027-10-01,ST JOE MOBILE HOME PARK,,"310 WEST ST JOE STREET, LITCHFIELD MI 49252","825 E CHICAGO RD, QUINCY, MI 49082",HILLSDALE,5176394444,16,11/17/2021,BILLIE AVRA,5176394444,avrahomes@yahoo.com,42.0438579,-84.7645081,,
938,938,938,1201888,Issued,2027-10-01,TANGLEWOOD VILLAGE,,"25873  MANCHESTER DRIVE, FLAT ROCK MI 48134","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",WAYNE,8882064088,248,11/23/2021,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.1176444,-83.2664271,,
939,939,939,1201890,Issued,2027-10-01,PINE VIEW ESTATES,,"6152 N GENESEE RD, FLINT MI 48506","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",GENESEE,8882064163,1011,12/14/2021,BRUCE THELEN,2482082500,licensing@suncommunities.com,43.0944998,-83.6095653,,
940,940,940,1201891,Issued,2027-10-01,,,"1977 WHITEHALL ROAD, MUSKEGON MI 49445","PO BOX 249, ,  77 ENGLE STREETENGLEWOOD, NJ 07631",MUSKEGON,6467794400,23,12/16/2021,BRYON FIELDS,6467794400,mhp@ourhomesofamerica.com,43.29082469999999,-86.2621143,,
941,941,941,1201892,Issued,2027-10-01,HUNTINGTON RUN MH,,"6255 CRANBROOK LANE, KALAMAZOO MI 49009","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",KALAMAZOO,8882063524,206,12/17/2021,BRUCE THELEN,248-208-2500,licensing@suncommunities.com,42.2563918,-85.6710985,,
942,942,942,1201893,Issued,2027-10-01,,,"8300 COVENTRY BOULEVARD, MOUNT MORRIS MI 48458","PO BOX 249, ENGLEWOOD, NJ 07631",GENESEE,6467794400,259,12/20/2021,BRYON FIELDS,6467794400,pthompson6945@gmail.com,43.13045229999999,-83.6134945,,
943,943,943,1201896,Issued,2027-10-01,,,"11211 NICKPLATE ROAD, PEWAMO MI 48823","851 N STATE ROAD, BELDING, MI 48809",IONIA,6168897662,13,12/21/2021,LLOYD W REED,6168897662,lloydreed@grar.com,43.0011442,-84.8469423,,
944,944,944,1201897,Issued,2027-10-01,,,"23604 36TH AVE, RAVENNA MI 49451","PO BOX 249, ENGLEWOOD, NJ 07631",OTTAWA,7042998878,62,12/21/2021,BRYON FIELDS,7042998878,mhp@ourhomesofamerica.com,43.199545,-85.8773998,,
945,945,945,1201898,Issued,2027-10-01,,,"2425 E US-223, ADRIAN MI 49221","PO BOX 249, ENGLEWOOD, NJ 07631",LENAWEE,7042998878,48,12/21/2021,BRYON FEILDS,7042998878,mhp@ourhomesofamerica.com,41.873281,-84.014295,,
946,946,946,1201899,Issued,2027-10-01,VILLAGE VIEW MOBILE HOME PARK,,"258 COUNTY ROAD 665, PAW PAW MI 49079","PO Box 83165, Gaithersburg, MD 20883",VAN BUREN,3019783048,81,12/21/2021,YANIV ZIEF,No Phone,yani@elyaholdings.com,42.2019844,-85.8847274,,
947,947,947,1201900,Issued,2027-10-01,GRAND VILLAGE MOBILE HOME PARK,,"323 BOISMIER LANE, COLDWATER MI 49036","825 E CHICAGO ROAD, QUINCY, MI 49082",BRANCH,5176394444,20,01/10/2022,BILLIE AVRA,5176394444,avrahomes@yahoo.com,41.9591335,-85.0126896,,
948,948,948,1201901,Issued,2027-10-01,,,"6992 US 12, THREE OAKS MI 49128","PO BOX 249, ENGLEWOOD, NJ 07631",BERRIEN,7042998878,74,01/11/2022,BRYON FIELDS,No Phone,mhp@ourhomesofamerica.com,41.7983961,-86.6237809,,
949,949,949,1201903,Issued,2027-10-01,,,"477 MAPLE DRIVE, KAWKAWLIN MI 48631","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034",BAY,9896868925,249,01/18/2022,JEFFREY DAVIDSON,2487025900,jdavidson@cambiomhc.com,43.6684669,-84.0457608,,
950,950,950,1201904,Issued,2027-10-01,,,"1133 YEOMANS STREET, IONIA MI 48846","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302",IONIA,6165236201,240,01/19/2022,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.9836282,-85.0831903,,
951,951,951,1201906,Issued,2027-10-01,MAPLE VIEW ESTATES OF MT PLEASANT,,"1955 S CHIPPEWA ROAD, MT PLEASANT MI 48858","1955 S CHIPPEWA ROAD, MT PLEASANT, MI 48858",ISABELLA,9894000201,99,02/03/2022,AARON PESTEL,9894000201,billing@rentalsbyram.com,43.6122463,-84.6275583,,
952,952,952,1201907,Issued,2027-10-01,MAPLE VIEW ESTATES OF MT PLEASANT,,"10749 E PICKARD ROAD, MT PLEASANT MI 48858","1955 S CHIPPEWA RD, MT PLEASANT, MI 48858",ISABELLA,9894000201,37,02/03/2022,AARON PESTEL,9894000201,billing@rentalsbyram.com,43.6121758,-84.6311694,,
953,953,953,1201909,Issued,2027-10-01,ISABELLA VILLAGE MHP,,"5232 E BROADWAY ROAD, MT PLEASANT MI 48858","71630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 85299",ISABELLA,8016183636,170,02/10/2022,THOMAS STAPLEY,4803390000,LICENSING@ROOTSMG.COM,43.6010256,-84.7451522,,
954,954,954,1201910,Issued,2027-10-01,RIVERSIDE CROSSING MHP,,"10186 W FARRAND ROAD, MONTROSE MI 48457","1630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 48299",GENESEE,8016183636,142,02/10/2022,THOMAS STAPLEY,480339000,LICENSING@ROOTSMG.COM,43.1917373,-83.8757847,,
955,955,955,1201912,Issued,2027-10-01,,,"5653 DIXIE HIGHWAY, SAGINAW MI 48601","P.O. BOX 622023, OVIEDO, FL 32762",SAGINAW,9898889217,145,02/16/2022,ANDREW KEEL,4079004841,keelexpenses@gmail.com; anna@keelteam.com,43.3755216,-83.8912607,,
956,956,956,1201913,Issued,2027-10-01,SAPPHIRE ESTATES MOBILE HOME PARK,,"2375 138TH AVE, DORR MI 49323","4750 CLYDE PARK AVE SW, WYOMING, MI 49509",ALLEGAN,6162927162,55,02/22/2022,RICHARD PLUMMER,6162927162,richard@plummerswastegroup.com,42.6979147,-85.7772267,,
957,957,957,1201914,Issued,2027-10-01,COUNTRY VIEW MOBILE HOME COMMUNITY,,"19311 US-12, EDWARDSBURG MI 49445","2130 N GETTY STREET, MUSKEGON, MI 49445",CASS,2693010099,42,02/22/2022,DEVON ADAIR,2315710572,dsapropertysolutions1@gmail.com,41.7686926,-85.9410516,,
958,958,958,1201917,Issued,2027-10-01,,,"3517 W HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","4370 CHICAGO DRIVE SW #516, GRANDVILLE, MI 49418",ROSCOMMON,6163799254,26,02/25/2022,NATHAN MOUW,6163799254,jujiproperties@gmail.com,44.2973716,-84.7097818,,
959,959,959,1201918,Issued,2027-10-01,,,"299 BRISTIE STREET, PORTLAND MI 48875","24165 IH 10 W STE. 217 PMB 501, SAN ANTONIO, TX 78257",IONIA,2103739272,75,02/25/2022,BRENT SMITH,9703449237,LEGAL@MHSPARKS.COM,42.8645647,-84.8870825,,
960,960,960,1201922,Issued,2027-10-01,ANDOVER MH,,"1000 CAMBRY CIRCLE, GRASS LAKE MI 49240","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",JACKSON,8882063233,126,03/22/2022,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2568853,-84.1915196,,
961,961,961,1201923,Issued,2027-10-01,,,"3660 S LAPEER ROAD, METAMORA MI 48455","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034",LAPEER,8106782292,168,03/22/2022,JEFFREY DAVIDSON,2487025900,jdavidson@cambiomhc.com,42.9506256,-83.3138776,,
962,962,962,1201931,Issued,2027-10-01,RIVER SPRINGS MHP LLC,,"9387 Old 31, Berrien Springs MI 49103","PO BOX 249, ENGLEWOOD, NJ 07631",BERRIEN,6467794400,199,04/26/2022,BRYON FIELDS,6467794400,fieldsb@ourhomesofamerica.com,41.95359699999999,-86.3288094,,
963,963,963,1201933,Issued,2027-10-01,SYLVAN CROSSING,,"23351 REDWOOD DRIVE, CHELSEA MI 48118","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",WASHTENAW,8882063851,281,05/06/2022,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.297844,-84.041329,,
964,964,964,1201935,Issued,2027-10-01,,,"180 MANTLE AVE, JACKSON MI 49202","1450 W PEACHTREET ST NW #200, ATLANTA, GA 30309",JACKSON,5178795841,231,05/16/2022,MICHELLE OPPELT,9012457602,michelle@openmgmt.com,42.2570819,-84.3716912,,
965,965,965,1201936,Issued,2027-10-01,RIVER HAVEN ESTATES MANUFACTURED HOUSING COMMUNITY,,"24 CABERFAE HIGHWAY, MANISTEE MI 49660","317 GARDEN AVENUE, HOLLAND, MI 49424",MANISTEE,6163929200,69,05/19/2022,KEVIN J KAMMERAAD,6163929200,accountingmgr@kjkrealestate.com,44.26480460000001,-86.2979354,,
966,966,966,1201937,Issued,2027-10-01,TRAIL TREE VILLAGE,,"175 N MICHIGAN AVE, COLDWATER MI 49036","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034",BRANCH,5172787687,143,05/24/2022,JEFFREY DAVIDSON,2487025900,JDAVIDSON@CAMBIOMHC.COM,41.94626640000001,-84.9816219,,
967,967,967,1201938,Issued,2027-10-01,NORTH TRAIL VILLAGE,,"100 N MAIN STREET, QUINCY MI 49082","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48304",BRANCH,5172787687,42,05/25/2022,JEFFREY DAVIDSON,2487025900,jdavidson@cambiomhc.com,41.95058,-84.882886,,
968,968,968,1201940,Issued,2027-10-01,,,"601 BARTFIELD DRIVE, HASTINGS MI 49058","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",BARRY,8882063640,231,05/25/2022,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.6347085,-85.2762429,,
969,969,969,1201945,Issued,2027-10-01,CHARLEVOIX ESTATES MH,,"6685 M-66, CHARLEVOIX MI 49720","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",CHARLEVOIX,8882063426,189,06/23/2022,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,45.296538,-85.2589484,,
970,970,970,1201949,Issued,2027-10-01,RIVERSIDE ESTATES MOBILE HOME COMMUNITY,,"6200 ARROWHEAD DR, FENNVILLE MI 49408","6200 ARROWHEAD DR, FENNVILLE, MI 49408",ALLEGAN,6168369355,40,07/12/2022,SCOTT VANDERLIP,6162189482,vanderlipexcavating@icloud.com,42.6294555,-86.1506118,,
971,971,971,1201950,Issued,2027-10-01,KAMPVILLA,,"16632 US 31, BEAR LAKE MI 49614","9236 Elise Ave, Bear Lake, MI 49614",MANISTEE,2318643757,40,07/13/2022,CHAD TESTER,2484311394,chadatester@gmail.com,44.1761625,-86.3054297,,
972,972,972,1201951,Issued,2027-10-01,,,"3193 PORT AUSTIN ROAD, PORT AUSTIN MI 48467","159 West Broadway, ,  Ste. 200-356Salt Lake City, UT 84101",HURON,8015415948,40,07/22/2022,BRANDON MOORE,8015415948,brandon@glendaleacquisotions.com,43.9998259,-83.1190101,,
973,973,973,1201953,Issued,2027-10-01,THE MANUFACTURED HOME COMMUNITY OF STERLING ESTATES,,"1203 DIVISION STREET, ADRIAN MI 49221","32540 SCHOOLCRAFT #110, LIVONIA, MI 48150",LENAWEE,7342615595,296,07/29/2022,MARGARET BURNS,7342615595,marge@germanomgt.com,41.8800079,-84.0333708,,
974,974,974,1201954,Issued,2027-10-01,,,"1005 HARRISON AVE #1, ST JOSEPH MI 49085","102 N 30TH ST, GALESBURG, MI 49053",KALAMAZOO,6306420537,60,07/29/2022,CHRISTOPHER KELCH,6306420537,chriskelchrei@gmail.com,42.2902619,-85.4720912,,
975,975,975,1201955,Issued,2027-10-01,GUN RIVER WEST ML,,"1066 MILLER ROAD, PLAINWELL MI 49080","316 W 2ND STREET, STE. 1104, LOS ANGELES, CA 90012",ALLEGAN,2696855896,61,08/11/2022,KWAME GRANDERSON,6266532727,tjabourian@mhccapitalllc.com,42.4602333,-85.6488217,,
976,976,976,1201956,Issued,2027-10-01,ARLINGTON MANOR MHP,,"4885 MONTERAY DRIVE, MIDLAND MI 48642","6800 GULFPORT BLVD S, ,  SUITE 201-290SOUTH PASADENA, FL 33707",BAY,3053046255,99,08/12/2022,MICHAEL SAVIANO,321-615-3111,MICHAEL@CORNERSTONECOMMUNITIES.CO,43.60102,-84.166842,,
977,977,977,1201961,Issued,2027-10-01,,,"3720 BLACK HIGHWAY, ADRIAN MI 49221","P.O. BOX 289, ENGLEWOOD, NJ 07631",LENAWEE,6867794400,48,08/17/2022,SCOTT PISTORIUS,No Phone,mhp@ourhomesofamerica.com,41.942967,-83.9904945,,
978,978,978,1201962,Issued,2027-10-01,,,"8000 WARREN WOODS ROAD, THREE OAKS MI 49128","8000 WARREN WOODS ROAD, THREE OAKS, MI 49128",BERRIEN,2694693444,138,08/22/2022,ROBERT HANSEN,7088460500,lakewd@comcast.net,41.8387168,-86.6477975,,
979,979,979,1201963,Issued,2027-10-01,,,"3251 SOUTH ADRIAN HIGHWAY, ADRIAN MI 49221","51 W CENTER ST., STE. 600, OREM, UT 84057",LENAWEE,3852474958,202,08/23/2022,ROBISON PRATT,3852474958,notices@havenparkmgmt.com,41.8709852,-84.0380035,,
980,980,980,1201970,Issued,2027-10-01,,,"975 W BEECHER STREET, ADRIAN MI 49221","51 W CENTER ST., STE. 600, OREM, UT 84057",LENAWEE,3852474958,212,09/16/2022,ROBISON PRATT,3852474958,notices@havenparkmgmt.com,41.8871905,-84.0528058,,
981,981,981,1201971,Issued,2027-10-01,SUNNY SOUTH VILLA MOBILE HOME PARK,,"15377 TELEGRAPH ROAD, MONROE MI 48161","1775 HANCOCK ST., STE. 200, SAN DIEGO, CA 92110",MONROE,8449213030,68,09/20/2022,SARA W MCFARLAND,6192969000,utilities@pacshorecommunities.com,41.8987984,-83.4325043,,
982,982,982,1201973,Issued,2027-10-01,HUNTERS GLEN MANUFACTURED HOMES COMMUNITY,,"1132 HUNTERS GLEN BLVD, WAYLAND MI 49348","27777 FRANKLIN RD., STE. 300, SOUTHFIELD, MI 48034",ALLEGAN,8884493436,424,09/27/2022,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.7319567,-85.6579549,,
983,983,983,1201975,Issued,2027-10-01,SYLVAN GLEN ESTATES,,"6600 W. GRAND RIVER AVE, BRIGHTON MI 48114","27777 FRANKLIN RD., STE. 300, SOUTHFIELD, MI 48034",LIVINGSTON,8882057985,482,09/30/2022,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES,42.5587125,-83.7941634,,
984,984,984,1201977,Issued,2027-10-01,LAKESHORE MOBILE HOME PARK,,"75641 16TH AVENUE, SOUTH HAVEN MI 49090","1775 HANCOCK ST., STE. 200, SAN DIEGO, CA 92110",VAN BUREN,2697677309,73,10/04/2022,SARA W MCFARLAND,6162969000,UTILITIES@PACSHORECOMMUNITIES.COM,42.35951250000001,-86.2825188,,
985,985,985,1201978,Issued,2027-10-01,,,"902 MICHIGAN STREET, NILES MI 49120","16915 CLEVELAND ROAD, GRANGER, IN 46530",BERRIEN,5742448877,19,10/05/2022,HAJI TEHRANI,5742778877,haji@driveandshine.com,41.8229438,-86.2486448,,
986,986,986,1201979,Issued,2027-10-01,APPLE GROVE MHC,,"1754 LAVENDER LANE, KENT CITY MI 48330","139 WALNUT BLVD, ROCHESTER, MI 48307",KENT,6166785722,50,10/07/2022,DANIEL VANDOORNE,2486018400,dvandoorne@webuyparks.com,43.2198574,-85.7145572,,
987,987,987,1201980,Issued,2027-10-01,,,"1560 EIFERT ROAD, HOLT MI 48842","1775 HANCOCK ST. STE. 200, SAN DEIGO, CA 92110",INGHAM,8449213030,51,10/10/2022,SARA W MCFARLAND,6192969000,utilities@pacshorecommunities.com,42.6280264,-84.5408546,,
988,988,988,1201981,Issued,2027-10-01,,,"9115 N UNION STREET, TECUMSEH MI 49286","600 22ND ST., STE. 101, OAK BROOK, IL 60523",LENAWEE,7087811031,199,10/11/2022,KEVIN SHAUGHNESSY,7087811031,kshaughnessy@fourleafprop.com,42.0219132,-83.9542972,,
989,989,989,1201984,Issued,2027-10-01,RIVERSIDE ESTATES MHP,,"14566 RED BUD TRAIL N, BUCHANAN MI 49107","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302",BERRIEN,2696953119,87,10/20/2022,JEFFREY DAVIDSON,2487783198,JDAVIDSON@CAMBIOMHC.COM,41.85489680000001,-86.3691971,,
990,990,990,1201985,Issued,2027-10-01,ARTHURS MOBILE HOME COMMUNITY/HIDDEN GARDEN MHC,,"25821 TELEGRAPH ROAD, FLAT ROCK MI 48134","1775 HANCOCK STREET, STE. 200, SAN DIEGO, CA 92110",WAYNE,8449213030,64,10/24/2022,SARA W MCFARLAND,6192969000,utilities@pacshorecommunities.com,42.1161683,-83.2779651,,
991,991,991,1201990,Issued,2027-10-01,AUGRES HARBOR MOBILE HOME PARK,,"300 S MAIN STREET, AUGRES MI 48703","1820 MAPLE ROAD, MANISTEE, MI 49660",ARENAC,8107300286,19,11/07/2022,NANCY CROASDELL,8107300286,nancy@universalutilities.com,44.0468708,-83.6863112,,
992,992,992,1201993,Issued,2027-10-01,NORTH SHORE MHP,,"8632 E. HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","P.O. BOX 919, ELK RAPIDS, MI 49629",ROSCOMMON,8054598959,30,11/21/2022,MICHELE HOUSEMAN,8054590824,northshoremhp@yahoo.com,44.3767349,-84.731373,,
993,993,993,1201994,Issued,2027-10-01,,,"27860 HICKLER LN, HARRISON TOWNSHIP MI 48045","511 BALLANTYNE ROAD, GROSSE POINT SHORES, MI 48236",MACOMB,3135206245,24,11/22/2022,CAROLYN CASSAR,3135206245,gvcassar@gmail.com,42.56783840000001,-82.8395778,,
994,994,994,1201996,Issued,2027-10-01,CREEK VALLEY MHC,,"521 BEDFORD ROAD N, BATTLE CREEK MI 49017","38505 WOODWARD AVE., STE. 275, BLOOMFIELD HILLS, MI 48304",CALHOUN,2483551550,166,12/09/2022,JORDAN NODEL,2483551550,lorik@nodelparks.com,42.36077090000001,-85.2333847,,
995,995,995,1201998,Issued,2027-10-01,LINDEN PLACE MHC,,"4192 LINDEN ROAD, FLINT MI 48507","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302",GENESEE,8107320274,162,12/22/2022,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomh.com,42.9665427,-83.7789958,,
996,996,996,1201999,Issued,2027-10-01,,,"3127 MAPLE STREET, WARREN MI 48091","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334",MACOMB,5863335622,265,12/22/2022,NORMAN WEINSTEIN,2488650066,msrecompliance@mshapirorealestate.com,42.4487154,-83.0716609,,
997,997,997,1202000,Issued,2027-10-01,,,"1300 MICHIGAN AVE, IRON MOUNTAIN MI 49801","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",DICKINSON,9067744737,94,01/03/2023,JOEL BROWN,2486260737,licenses@rhp.com,45.8111955,-88.0488114,,
998,998,998,1202003,Issued,2027-10-01,,,"11285 E PLEASANT LAKE RD, MANCHESTER MI 48158","3802 BEMIS ROAD, YPSILANTI, MI 48197",WASHTENAW,7342161704,24,01/25/2023,MATTHEW WEASEL,7342161704,office@pleasantlakepark.com,42.2064809,-83.9502486,,
999,999,999,1202005,Issued,2027-10-01,,,"1030 E COLUMBIA AVE, BATTLE CREEK MI 49014","P.O. BOX 249, ENGLEWOOD, NJ 07631",CALHOUN,6467794400,119,01/26/2023,BRYON FIELDS,6467794400,mhp@ourhomesofamerica.com,42.3007515,-85.1660652,,
1000,1000,1000,1202008,Issued,2027-10-01,,,"777 PIONEER ROAD, MARQUETTE MI 49855","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",MARQUETTE,9202720063,92,02/08/2023,JOEL BROWN,2486260737,licenses@rhp.com,46.527053,-87.40835,,
1001,1001,1001,1202009,Issued,2027-10-01,PORT OF CALL MOBILE HOME PARK,,"68304 CR 380, SOUTH HAVEN MI 49090","1775 HANDCOCK ST., STE. 200, SAN DIEGO, CA 92110",VAN BUREN,2697677641,61,02/21/2023,SARA W MCFARLAND,6192969000,utilities@pacshorecommunities.com,42.4030865,-86.2736407,,
1002,1002,1002,1202011,Issued,2027-10-01,,,"8005 W GRAND RIVER AVE, BRIGHTON MI 48114","P.O. BOX 4538, DURANGO, CO 81302",LIVINGSTON,9707590427,65,03/08/2023,ROBBIE MOSHER,9707590427,robbie.mosher@gmail.com,42.5582278,-83.7936659,,
1003,1003,1003,1202013,Issued,2027-10-01,GALE VALLEY MHC LLC,,"353 E MICHIGAN AVE, GALESBURG MI 49053","29200 NORTHWESTERN HWY, STE. 300, SOUTHFIELD, MI 48034",KALAMAZOO,2696657863,226,04/05/2023,JEFFREY DAVIDSON,2487783198,jdavison@cambiomhc.com,42.2891773,-85.4067324,,
1004,1004,1004,1202015,Issued,2027-10-01,OAKSIDE MHC,,"2752 W NORTH UNION ROAD, MIDLAND MI 48642","29200 Northwestern Hwy., Ste. 300, SOUTHFIELD, MI 48034",BAY,9896314700,142,04/12/2023,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,43.61217329999999,-84.158539,,
1005,1005,1005,1202016,Issued,2027-10-01,WHITTAKER OAKS,,"11333 WHITTAKER ROAD, WHITTAKER MI 48190","29200 NORTHWESTERN HWY, STE. 300, SOUTHFIELD, MI 48034",WASHTENAW,7344616000,228,04/12/2023,JEFFREY DAVIDSON,2487783198,jdavison@cambiomhc.com,42.1235657,-83.5987735,,
1006,1006,1006,1202017,Issued,2027-10-01,VALLEY ESTATES,,"16751 TURNER ROAD, LANSING MI 48906","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034",CLINTON,5174876565,148,04/12/2023,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.77347470000001,-84.5510225,,
1007,1007,1007,1202019,Issued,2027-10-01,,,"8649 S LOOMIS ROAD, SHEPHERD MI 48883","7130 PLEASANT VALLEY ROAD, SHEPHERD, MI 48883",ISABELLA,9893176892,20,04/18/2023,GAYLON KOUTZ,9893176892,gaylon@fivestartcloser.com,43.5160026,-84.6669656,,
1008,1008,1008,1202021,Issued,2027-10-01,FREELAND,,"10340 MIDLAND ROAD, FREELAND MI 48623","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034",SAGINAW,9896959730,120,04/27/2023,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,43.5586689,-84.167453,,
1009,1009,1009,1202023,Issued,2027-10-01,,,"801 PROSPECT STREET, MUNISING MI 49862","P.O. BOX 218, WELLS, MI 49894",ALGER,9067863000,37,05/02/2023,PHILIP LEMARCH,9062418362,jr@philandlees.com,46.4032834,-86.6466014,,
1010,1010,1010,1202024,Issued,2027-10-01,,,"771 MARY JEAN COURT, DUNDEE MI 48131","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237",MONROE,7345297203,213,05/18/2023,JOSHUA SONNE,3034837300,businesslicensing@yescommunities.com,41.9484194,-83.6516418,,
1011,1011,1011,1202029,Issued,2027-10-01,WINDSOR ESTATES MHC,,"6661 N CANAL ROAD, DIMONDALE MI 48821","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034",EATON,5176466813,470,06/22/2023,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.6636922,-84.6621736,,
1012,1012,1012,1202031,Issued,2027-10-01,,,"5100 S ELMS ROAD, SWARTZ CREEK MI 48473","5100 S ELMS ROAD, SWARTZ CREEK, MI 48473",GENESEE,8106359779,109,06/27/2023,THOMAS LACKEY,7706523460,silvercreekvillage@gmail.com,42.9552824,-83.8130855,,
1013,1013,1013,1202034,Issued,2027-10-01,,,"4260 LAWRENCE, PINCONNING MI 48650","606 N SAGINAW STREET, STE. A, LAPEER, MI 48446",BAY,9898997009,50,07/18/2023,ORENTHEUS LOWERY,8106607667,tina@tccmanagement.com,43.8613281,-83.9724655,,
1014,1014,1014,1202039,Issued,2027-10-01,,,"12380 185TH AVE, BIG RAPIDS MI 49307","14 Yearling Ct, Rockville, MD 20850",MECOSTA,2406720614,50,08/10/2023,YANIV ZIEF,2406720614,yaniv@elyaholdings.com,43.6466449,-85.4513746,,
1015,1015,1015,1202041,Issued,2027-10-01,ELLIS LANDING,,"1283 E. Ellis Road, Norton Shores MI 49441","129 E FRONT STREET, STE. 200, TRAVESE CITY, MI 49684",MUSKEGON,6168422030,47,08/16/2023,W TURNER BOOTH,4433792525,tbooth@cochranbooth.com,43.159791,-86.213813,,
1016,1016,1016,1202042,Issued,2027-10-01,CHANNEL VIEW MHC,,"5150 TAFT ROAD, ALGONAC MI 48001","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034",ST CLAIR,8107943110,337,08/24/2023,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.6305782,-82.5780576,,
1017,1017,1017,1202043,Issued,2027-10-01,,,"12600 US-31 N, CHARLEVOIX MI 49720","144 C AND O CLUB DRIVE, CHARLEVOIX, MI 49720",CHARLEVOIX,2312377000,35,08/24/2023,TOD DICKEY,6025255916,tdickey@vmiholdings.com,45.3283101,-85.229764,,
1018,1018,1018,1202044,Issued,2027-10-01,GRAND LEDGE RAVINES MHC,,"855 W JEFFERSON STREET, GRAND LEDGE MI 48837","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034",EATON,5176277793,219,08/24/2023,JEFFREY DAVIDSON,No Phone,jdavidson@cambiomhc.com,42.752733,-84.7600971,,
